Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
03408-20;720;sand/coral combi;XS/34;69,99;8719937468969;42;202000469_15.pdf
03408-20;720;sand/coral combi;S/36;69,99;8719937457482;82;202000469_16.pdf
03408-20;720;sand/coral combi;M/38;69,99;8719937468976;128;202000469_17.pdf
03408-20;720;sand/coral combi;L/40;69,99;8719937468983;143;202000469_18.pdf
03408-20;720;sand/coral combi;XL/42;69,99;8719937468990;126;202000469_19.pdf
03408-20;720;sand/coral combi;2XL/44;69,99;8719937469003;109;202000469_20.pdf
03408-20;720;sand/coral combi;3XL/46;69,99;8719937469010;65;202000469_21.pdf
