Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
06356-20;999;black/off-white combi;XS/34;49,99;8719937475295;365;202000469_197.pdf
06356-20;999;black/off-white combi;S/36;49,99;8719937459448;1208;202000469_198.pdf
06356-20;999;black/off-white combi;M/38;49,99;8719937475301;1726;202000469_199.pdf
06356-20;999;black/off-white combi;L/40;49,99;8719937475318;1833;202000469_200.pdf
06356-20;999;black/off-white combi;XL/42;49,99;8719937475325;1485;202000469_201.pdf
06356-20;999;black/off-white combi;2XL/44;49,99;8719937475332;884;202000469_202.pdf
06356-20;999;black/off-white combi;3XL/46;49,99;8719937475349;414;202000469_203.pdf
