Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
07415-20;550;army combi;XS/34;89,99;8719937472874;246;202000469_211.pdf
07415-20;550;army combi;S/36;89,99;8719937462240;960;202000469_212.pdf
07415-20;550;army combi;M/38;89,99;8719937472881;1468;202000469_213.pdf
07415-20;550;army combi;L/40;89,99;8719937472898;1474;202000469_214.pdf
07415-20;550;army combi;XL/42;89,99;8719937472904;1239;202000469_215.pdf
07415-20;550;army combi;2XL/44;89,99;8719937472911;825;202000469_216.pdf
07415-20;550;army combi;3XL/46;89,99;8719937472928;361;202000469_217.pdf
