Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
03436-20;999;black/sand combi;XS/34;49,99;8719937469447;88;202000469_85.pdf
03436-20;999;black/sand combi;S/36;49,99;8719937457826;485;202000469_86.pdf
03436-20;999;black/sand combi;M/38;49,99;8719937469454;758;202000469_87.pdf
03436-20;999;black/sand combi;L/40;49,99;8719937469461;842;202000469_88.pdf
03436-20;999;black/sand combi;XL/42;49,99;8719937469478;767;202000469_89.pdf
03436-20;999;black/sand combi;2XL/44;49,99;8719937469485;519;202000469_90.pdf
03436-20;999;black/sand combi;3XL/46;49,99;8719937469492;239;202000469_91.pdf
