Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
03417-20;421;old pink/combi;XS/34;44,99;8719937468006;19;202000469_43.pdf
03417-20;421;old pink/combi;S/36;44,99;8719937457543;103;202000469_44.pdf
03417-20;421;old pink/combi;M/38;44,99;8719937468013;122;202000469_45.pdf
03417-20;421;old pink/combi;L/40;44,99;8719937468020;134;202000469_46.pdf
03417-20;421;old pink/combi;XL/42;44,99;8719937468037;124;202000469_47.pdf
03417-20;421;old pink/combi;2XL/44;44,99;8719937468044;95;202000469_48.pdf
03417-20;421;old pink/combi;3XL/46;44,99;8719937468051;48;202000469_49.pdf
