Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
07417-20;999;black/green combi;XS/34;79,99;8719937471181;63;202000469_218.pdf
07417-20;999;black/green combi;S/36;79,99;8719937457703;153;202000469_219.pdf
07417-20;999;black/green combi;M/38;79,99;8719937471198;202;202000469_220.pdf
07417-20;999;black/green combi;L/40;79,99;8719937471204;208;202000469_221.pdf
07417-20;999;black/green combi;XL/42;79,99;8719937471211;179;202000469_222.pdf
07417-20;999;black/green combi;2XL/44;79,99;8719937471228;113;202000469_223.pdf
07417-20;999;black/green combi;3XL/46;79,99;8719937471235;65;202000469_224.pdf
