Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
03424-20;999;black/green combi;XS/34;49,99;8719937468723;25;202000469_57.pdf
03424-20;999;black/green combi;S/36;49,99;8719937457581;107;202000469_58.pdf
03424-20;999;black/green combi;M/38;49,99;8719937468730;164;202000469_59.pdf
03424-20;999;black/green combi;L/40;49,99;8719937468747;176;202000469_60.pdf
03424-20;999;black/green combi;XL/42;49,99;8719937468754;149;202000469_61.pdf
03424-20;999;black/green combi;2XL/44;49,99;8719937468761;101;202000469_62.pdf
03424-20;999;black/green combi;3XL/46;49,99;8719937468778;48;202000469_63.pdf
