Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
03403-20;720;sand combi;XS/34;59,99;8719937471129;34;202000469_8.pdf
03403-20;720;sand combi;S/36;59,99;8719937458007;166;202000469_9.pdf
03403-20;720;sand combi;M/38;59,99;8719937471136;221;202000469_10.pdf
03403-20;720;sand combi;L/40;59,99;8719937471143;244;202000469_11.pdf
03403-20;720;sand combi;XL/42;59,99;8719937471150;206;202000469_12.pdf
03403-20;720;sand combi;2XL/44;59,99;8719937471167;134;202000469_13.pdf
03403-20;720;sand combi;3XL/46;59,99;8719937471174;67;202000469_14.pdf
