Artnr;ColorC;ColorN;Size;Price;Barcode;Aantal;beeld
03450-20;999;black/green combi;XS/34;59,99;8719937467825;95;202000469_134.pdf
03450-20;999;black/green combi;S/36;59,99;8719937457888;344;202000469_135.pdf
03450-20;999;black/green combi;M/38;59,99;8719937467832;504;202000469_136.pdf
03450-20;999;black/green combi;L/40;59,99;8719937467849;515;202000469_137.pdf
03450-20;999;black/green combi;XL/42;59,99;8719937467856;483;202000469_138.pdf
03450-20;999;black/green combi;2XL/44;59,99;8719937467863;353;202000469_139.pdf
03450-20;999;black/green combi;3XL/46;59,99;8719937467870;149;202000469_140.pdf
